"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         794,      -4.424608184,      -1.455212267,      -1.799640534,      0.9205307233
          0,           0,         795,      -4.418572081,      -1.458619515,       -1.83094452,      0.9226104199
          0,           0,         796,      -4.412458403,      -1.453626099,      -1.802197367,      0.9457384619
          0,           0,         797,      -4.409256799,      -1.453511321,      -1.828211883,      0.9422408687
          0,           0,         798,      -4.399088102,      -1.439190853,      -1.786414414,      0.9634528842
          0,           0,         799,      -4.383522779,      -1.436572588,      -1.741126695,      0.9865877721
          0,           0,         800,      -4.409193521,      -1.443583664,      -1.814239725,      0.9381825079
          0,           0,         801,      -4.379653807,       -1.42596128,      -1.769061982,      0.9801885292
          0,           0,         802,      -4.360818194,      -1.421447289,      -1.725704775,       1.004562784
          0,           0,         803,      -4.387536564,      -1.429569799,      -1.799277374,      0.9640929553
          0,           0,         804,      -4.367040102,      -1.417190693,      -1.771908091,      0.9894126883
          0,           0,         805,      -4.347712195,      -1.415105271,       -1.72872854,       1.016197616
          0,           0,         806,      -4.370983713,      -1.418796106,      -1.792021478,       0.986164151
          0,           0,         807,      -4.363085736,      -1.405120986,      -1.763117217,      0.9970354799
          0,           0,         808,      -4.347395753,      -1.403118024,      -1.724971777,       1.017798403
          0,           0,         809,      -4.390303562,      -1.410497912,      -1.783170274,      0.9622547242
          0,           0,         810,      -4.367820328,      -1.398143741,      -1.745928894,       1.006079118
          0,           0,         811,      -4.393914714,      -1.405870252,      -1.772394478,      0.9690181548
          0,           0,         812,      -4.382038176,       -1.39998373,       -1.75556199,      0.9962455128
          0,           0,         813,      -4.397622419,      -1.406409438,      -1.768733564,      0.9687967636
          0,           0,         814,      -4.379533108,       -1.40213632,      -1.753424533,      0.9965342696
          0,           0,         815,      -4.369447287,      -1.407753327,      -1.761909289,       1.001495711
          0,           0,         816,      -4.356894057,      -1.402357807,      -1.740479242,        1.01360344
          0,           0,         817,      -4.345881097,      -1.404490662,      -1.746183196,       1.019703444
          0,           0,         818,      -4.329737219,       -1.39594771,      -1.717460051,       1.030847078
          0,           0,         819,      -4.329412692,      -1.397704413,      -1.724404135,       1.029711507
          0,           0,         820,      -4.308797918,      -1.389765048,       -1.69897942,       1.054193071
          0,           0,         821,      -4.325774913,       -1.39051625,      -1.700232278,       1.040435187
          0,           0,         822,      -4.313151137,      -1.384037289,      -1.681495048,       1.059866079
          0,           0,         823,       -4.33349083,      -1.381451431,      -1.681834696,       1.048134276
          0,           0,         824,      -4.330924483,      -1.377506497,      -1.666578716,       1.053231854
          0,           0,         825,      -4.331119933,      -1.375062115,      -1.671021216,       1.055355004
          0,           0,         826,      -4.326009343,      -1.370977622,      -1.657067845,       1.056756451
          0,           0,         827,      -4.323568717,      -1.370253804,      -1.666653207,       1.059169362
          0,           0,         828,      -4.313211249,      -1.367813528,      -1.658357896,       1.069795708
          0,           0,         829,      -4.326892845,      -1.369185175,      -1.664147167,       1.054273755
          0,           0,         830,      -4.319154319,      -1.367230901,      -1.648973534,       1.059680942
          0,           0,         831,      -4.279269335,      -1.366523965,      -1.610410313,       1.119435024
          0,           0,         832,      -4.345870089,      -1.373414635,      -1.660965774,       1.016345013
          0,           0,         833,      -4.332875393,      -1.368572026,      -1.638523351,       1.032490635
          0,           0,         834,      -4.297118376,      -1.362637741,      -1.593148301,       1.084340486
          0,           0,         835,       -4.34796597,      -1.367921515,      -1.648241121,         1.0163813
          0,           0,         836,      -4.324619176,      -1.358698166,      -1.626992568,       1.050019429
          0,           0,         837,      -4.337473672,       -1.36059649,      -1.638105644,       1.043732795
          0,           0,         838,      -4.327503923,      -1.354839857,      -1.626503591,       1.057377248
          0,           0,         839,      -4.340849135,      -1.355728711,      -1.632643093,       1.039166025
          0,           0,         840,      -4.329837315,      -1.354776902,      -1.620070129,       1.055972896
          0,           0,         841,      -4.281469353,      -1.353054883,      -1.577669753,       1.123510928
          0,           0,         842,      -4.355724195,       -1.36025741,      -1.639370504,        1.01511462
          0,           0,         843,      -4.345219996,      -1.359379531,      -1.622739752,       1.030366236
          0,           0,         844,      -4.299375682,      -1.356797163,      -1.577922178,       1.096518161
          0,           0,         845,      -4.359816364,      -1.365211213,       -1.64967172,       1.011539962
          0,           0,         846,      -4.343694638,      -1.361235317,      -1.629904272,       1.032875032
          0,           0,         847,      -4.299384234,      -1.356342897,      -1.581331215,       1.092747464
